Point ID,Points_0,Points_1,Points_2,Points_Magnitude,U_0,U_1,U_2,U_Magnitude,arc_length,p,static(p),stressTensor_0,stressTensor_1,stressTensor_2,stressTensor_3,stressTensor_4,stressTensor_5,stressTensor_6,stressTensor_7,stressTensor_8,stressTensor_Magnitude,vtkValidPointMask
93,0,0,2.79,2.79,-4.63513e-12,-4.39287e-10,1.47638e-08,1.47704e-08,2.79,-9029.85,-9029.85,-2.36504e-09,-1.12329e-10,1.28054e-09,-1.12329e-10,-1.09544e-09,-2.08674e-09,1.28054e-09,-2.08674e-09,1.1239e-08,1.20467e-08,1
94,0,0,2.82,2.82,2.32774e-11,-4.74957e-10,1.49247e-08,1.49322e-08,2.82,-9029.85,-9029.85,-2.33804e-09,-1.4913e-10,1.29136e-09,-1.4913e-10,-1.22364e-09,-1.83069e-09,1.29136e-09,-1.83069e-09,1.15678e-08,1.22825e-08,1
95,0,0,2.85,2.85,5.1194e-11,-5.10629e-10,1.50854e-08,1.50942e-08,2.85,-9029.85,-9029.85,-2.31105e-09,-1.85914e-10,1.30237e-09,-1.85914e-10,-1.35182e-09,-1.57456e-09,1.30237e-09,-1.57456e-09,1.18965e-08,1.25346e-08,1
96,0,0,2.88,2.88,7.91119e-11,-5.46301e-10,1.52462e-08,1.52562e-08,2.88,-9029.85,-9029.85,-2.28406e-09,-2.22695e-10,1.31344e-09,-2.22695e-10,-1.47999e-09,-1.31842e-09,1.31344e-09,-1.31842e-09,1.22253e-08,1.2802e-08,1
97,0,0,2.91,2.91,1.07188e-10,-5.82152e-10,1.54426e-08,1.5454e-08,2.91,-9029.85,-9029.85,-2.26588e-09,-2.61104e-10,1.34328e-09,-2.61104e-10,-1.61624e-09,-1.06246e-09,1.34328e-09,-1.06246e-09,1.25623e-08,1.30981e-08,1
98,0,0,2.94,2.94,1.36411e-10,-6.19303e-10,1.58981e-08,1.59108e-08,2.94,-9029.85,-9029.85,-2.31173e-09,-3.11374e-10,1.50923e-09,-3.11374e-10,-1.81137e-09,-8.08024e-10,1.50923e-09,-8.08024e-10,1.29596e-08,1.35142e-08,1
99,0,0,2.97,2.97,1.65627e-10,-6.56451e-10,1.63536e-08,1.63677e-08,2.97,-9029.85,-9029.85,-2.35753e-09,-3.61666e-10,1.67481e-09,-3.61666e-10,-2.00652e-09,-5.53709e-10,1.67481e-09,-5.53709e-10,1.33569e-08,1.39455e-08,1
100,0,0,3,3,1.94827e-10,-6.93592e-10,1.68091e-08,1.68245e-08,3,-9029.85,-9029.85,-2.40323e-09,-4.12003e-10,1.83956e-09,-4.12003e-10,-2.20175e-09,-2.99661e-10,1.83956e-09,-2.99661e-10,1.37542e-08,1.43906e-08,1
101,0,0,3.03,3.03,2.22715e-10,-7.3055e-10,1.72394e-08,1.72563e-08,3.03,-9029.85,-9029.85,-2.44395e-09,-4.57237e-10,1.99866e-09,-4.57237e-10,-2.39128e-09,-5.49089e-11,1.99866e-09,-5.49089e-11,1.41269e-08,1.48214e-08,1
102,0,0,3.06,3.06,2.42861e-10,-7.6712e-10,1.75555e-08,1.75739e-08,3.06,-9029.85,-9029.85,-2.46702e-09,-4.76451e-10,2.14765e-09,-4.76451e-10,-2.5402e-09,1.02221e-10,2.14765e-09,1.02221e-10,1.43931e-08,1.5146e-08,1
103,0,0,3.09,3.09,2.41183e-10,-7.81163e-10,1.78583e-08,1.7877e-08,3.09,-9029.85,-9029.85,-2.48122e-09,-4.79592e-10,2.00141e-09,-4.79592e-10,-2.67053e-09,1.87002e-10,2.00141e-09,1.87002e-10,1.44066e-08,1.51452e-08,1
104,0,0,3.12,3.12,2.29126e-10,-7.75497e-10,1.81508e-08,1.81688e-08,3.12,-9029.85,-9029.85,-2.49354e-09,-5.14556e-10,1.71694e-09,-5.14556e-10,-2.78227e-09,2.07077e-10,1.71694e-09,2.07077e-10,1.45683e-08,1.52547e-08,1
105,0,0,3.15,3.15,2.13454e-10,-7.56601e-10,1.83136e-08,1.83304e-08,3.15,-9029.85,-9029.85,-2.488e-09,-5.63641e-10,1.30709e-09,-5.63641e-10,-2.81643e-09,3.13865e-10,1.30709e-09,3.13865e-10,1.45524e-08,1.51705e-08,1
106,0,0,3.18,3.18,1.96735e-10,-7.37954e-10,1.84875e-08,1.85033e-08,3.18,-9029.85,-9029.85,-2.48301e-09,-6.13764e-10,8.84922e-10,-6.13764e-10,-2.85149e-09,4.00296e-10,8.84922e-10,4.00296e-10,1.45409e-08,1.5112e-08,1
107,0,0,3.21,3.21,1.79632e-10,-7.19398e-10,1.86655e-08,1.86803e-08,3.21,-9029.85,-9029.85,-2.47821e-09,-6.64265e-10,4.5825e-10,-6.64265e-10,-2.88688e-09,4.79274e-10,4.5825e-10,4.79274e-10,1.45309e-08,1.50792e-08,1
108,0,0,3.24,3.24,1.62035e-10,-7.00837e-10,1.88681e-08,1.88818e-08,3.24,-9029.85,-9029.85,-2.47842e-09,-7.15137e-10,4.24421e-11,-7.15137e-10,-2.92873e-09,5.27563e-10,4.24421e-11,5.27563e-10,1.45671e-08,1.51163e-08,1
109,0,0,3.27,3.27,1.41772e-10,-6.81806e-10,1.92813e-08,1.92939e-08,3.27,-9029.85,-9029.85,-2.52553e-09,-7.65561e-10,-2.37549e-10,-7.65561e-10,-3.02538e-09,3.18348e-10,-2.37549e-10,3.18348e-10,1.50276e-08,1.55836e-08,1
110,0,0,3.3,3.3,1.2235e-10,-6.64022e-10,1.96401e-08,1.96517e-08,3.3,-9029.85,-9029.85,-2.56827e-09,-7.99261e-10,-4.56004e-10,-7.99261e-10,-3.06185e-09,1.12064e-10,-4.56004e-10,1.12064e-10,1.53474e-08,1.59133e-08,1
111,0,0,3.33,3.33,1.04199e-10,-6.47082e-10,1.99971e-08,2.00078e-08,3.33,-9029.85,-9029.85,-2.61563e-09,-8.37852e-10,-6.60564e-10,-8.37852e-10,-3.10131e-09,-7.71812e-11,-6.60564e-10,-7.71812e-11,1.56948e-08,1.62812e-08,1
112,0,0,3.36,3.36,8.74289e-11,-6.31059e-10,2.03521e-08,2.0362e-08,3.36,-9029.85,-9029.85,-2.66804e-09,-8.81758e-10,-8.50023e-10,-8.81758e-10,-3.14402e-09,-2.47907e-10,-8.50023e-10,-2.47907e-10,1.60722e-08,1.66866e-08,1
113,0,0,3.39,3.39,7.2406e-11,-6.16196e-10,2.07046e-08,2.07139e-08,3.39,-9029.85,-9029.85,-2.72682e-09,-9.32388e-10,-1.02038e-09,-9.32388e-10,-3.19083e-09,-3.95212e-10,-1.02038e-09,-3.95212e-10,1.64875e-08,1.71345e-08,1
114,0,0,3.42,3.42,7.5031e-11,-6.27688e-10,2.07832e-08,2.07928e-08,3.42,-9029.85,-9029.85,-2.72923e-09,-8.31752e-10,-1.21826e-09,-8.31752e-10,-3.10299e-09,-4.70125e-10,-1.21826e-09,-4.70125e-10,1.62115e-08,1.68725e-08,1
115,0,0,3.45,3.45,6.61674e-11,-6.29175e-10,2.1214e-08,2.12234e-08,3.45,-9029.85,-9029.85,-2.76191e-09,-8.76632e-10,-1.30327e-09,-8.76632e-10,-3.05587e-09,-3.87765e-10,-1.30327e-09,-3.87765e-10,1.62078e-08,1.68788e-08,1
116,0,0,3.48,3.48,8.07011e-11,-6.5106e-10,2.17108e-08,2.17207e-08,3.48,-9029.85,-9029.85,-2.90904e-09,-9.2776e-10,-1.05401e-09,-9.2776e-10,-2.98249e-09,-3.56838e-10,-1.05401e-09,-3.56838e-10,1.6057e-08,1.67148e-08,1
117,0,0,3.51,3.51,8.45965e-11,-6.69802e-10,2.20433e-08,2.20537e-08,3.51,-9029.85,-9029.85,-3.00377e-09,-9.18122e-10,-9.26351e-10,-9.18122e-10,-2.85075e-09,-3.01696e-10,-9.26351e-10,-3.01696e-10,1.58051e-08,1.64479e-08,1
118,0,0,3.54,3.54,7.85106e-11,-6.84729e-10,2.22571e-08,2.22678e-08,3.54,-9029.85,-9029.85,-3.05323e-09,-8.6441e-10,-9.18066e-10,-8.6441e-10,-2.67857e-09,-2.22939e-10,-9.18066e-10,-2.22939e-10,1.54898e-08,1.61155e-08,1
119,0,0,3.57,3.57,6.35496e-11,-7.00292e-10,2.25564e-08,2.25674e-08,3.57,-9029.85,-9029.85,-3.16553e-09,-8.68077e-10,-8.47807e-10,-8.68077e-10,-2.59174e-09,-3.75578e-10,-8.47807e-10,-3.75578e-10,1.53031e-08,1.59421e-08,1
120,0,0,3.6,3.6,4.68036e-11,-7.15993e-10,2.28728e-08,2.2884e-08,3.6,-9029.85,-9029.85,-3.29029e-09,-8.83081e-10,-7.65678e-10,-8.83081e-10,-2.52177e-09,-5.74087e-10,-7.65678e-10,-5.74087e-10,1.51417e-08,1.58066e-08,1
121,0,0,3.63,3.63,2.99136e-11,-7.31758e-10,2.31895e-08,2.32011e-08,3.63,-9029.85,-9029.85,-3.41499e-09,-8.97872e-10,-6.85899e-10,-8.97872e-10,-2.45143e-09,-7.7256e-10,-6.85899e-10,-7.7256e-10,1.49792e-08,1.56779e-08,1
122,0,0,3.66,3.66,1.26668e-11,-7.47685e-10,2.35074e-08,2.35193e-08,3.66,-9029.85,-9029.85,-3.53957e-09,-9.12131e-10,-6.11957e-10,-9.12131e-10,-2.38016e-09,-9.7094e-10,-6.11957e-10,-9.7094e-10,1.48139e-08,1.55545e-08,1
123,0,0,3.69,3.69,-5.98226e-12,-7.64243e-10,2.38293e-08,2.38416e-08,3.69,-9029.85,-9029.85,-3.66365e-09,-9.24305e-10,-5.60936e-10,-9.24305e-10,-2.30526e-09,-1.16896e-09,-5.60936e-10,-1.16896e-09,1.46375e-08,1.54293e-08,1
124,0,0,3.72,3.72,9.01754e-12,-7.6827e-10,2.40743e-08,2.40866e-08,3.72,-9029.85,-9029.85,-3.77823e-09,-9.06254e-10,-4.67891e-10,-9.06254e-10,-2.18613e-09,-1.3356e-09,-4.67891e-10,-1.3356e-09,1.4821e-08,1.56321e-08,1
125,0,0,3.75,3.75,2.60678e-11,-7.69043e-10,2.43453e-08,2.43575e-08,3.75,-9029.85,-9029.85,-3.84179e-09,-8.33083e-10,-6.82316e-10,-8.33083e-10,-2.04167e-09,-1.26901e-09,-6.82316e-10,-1.26901e-09,1.55311e-08,1.62998e-08,1
126,0,0,3.78,3.78,5.04785e-11,-7.7089e-10,2.46997e-08,2.47118e-08,3.78,-9029.85,-9029.85,-3.85022e-09,-6.96172e-10,-7.23836e-10,-6.96172e-10,-1.84711e-09,-8.2757e-10,-7.23836e-10,-8.2757e-10,1.6511e-08,1.71533e-08,1
127,0,0,3.81,3.81,7.55159e-11,-7.72908e-10,2.50615e-08,2.50735e-08,3.81,-9029.85,-9029.85,-3.8531e-09,-5.53083e-10,-7.5232e-10,-5.53083e-10,-1.64781e-09,-3.52248e-10,-7.5232e-10,-3.52248e-10,1.75162e-08,1.80658e-08,1
128,0,0,3.84,3.84,1.00553e-10,-7.74926e-10,2.54233e-08,2.54353e-08,3.84,-9029.85,-9029.85,-3.85598e-09,-4.09994e-10,-7.80805e-10,-4.09994e-10,-1.44851e-09,1.23075e-10,-7.80805e-10,1.23075e-10,1.85215e-08,1.90157e-08,1
129,0,0,3.87,3.87,1.18513e-10,-7.84355e-10,2.58035e-08,2.58157e-08,3.87,-9029.85,-9029.85,-3.90131e-09,-2.83206e-10,-8.65763e-10,-2.83206e-10,-1.28546e-09,5.32987e-10,-8.65763e-10,5.32987e-10,1.9479e-08,1.99633e-08,1
130,0,0,3.9,3.9,1.21048e-10,-8.09933e-10,2.62238e-08,2.62366e-08,3.9,-9029.85,-9029.85,-4.03916e-09,-1.91941e-10,-1.0738e-09,-1.91941e-10,-1.20141e-09,8.00337e-10,-1.0738e-09,8.00337e-10,2.03326e-08,2.08526e-08,1
131,0,0,3.93,3.93,1.23583e-10,-8.35511e-10,2.66442e-08,2.66576e-08,3.93,-9029.85,-9029.85,-4.17701e-09,-1.00677e-10,-1.28184e-09,-1.00677e-10,-1.11735e-09,1.06769e-09,-1.28184e-09,1.06769e-09,2.11861e-08,2.17517e-08,1
132,0,0,3.96,3.96,1.16175e-10,-8.21242e-10,2.7227e-08,2.72397e-08,3.96,-9029.85,-9029.85,-4.24073e-09,-1.11647e-11,-1.32804e-09,-1.11647e-11,-1.01395e-09,1.32076e-09,-1.32804e-09,1.32076e-09,2.18657e-08,2.2453e-08,1
133,0,0,3.99,3.99,1.15956e-10,-8.03902e-10,2.76606e-08,2.76726e-08,3.99,-9029.85,-9029.85,-4.22572e-09,4.29716e-11,-1.15205e-09,4.29716e-11,-8.92144e-10,1.36402e-09,-1.15205e-09,1.36402e-09,2.15406e-08,2.2114e-08,1
134,0,0,4.02,4.02,1.20945e-10,-7.93261e-10,2.81135e-08,2.81249e-08,4.02,-9029.85,-9029.85,-4.25855e-09,1.01801e-10,-9.47938e-10,1.01801e-10,-7.57841e-10,1.38415e-09,-9.47938e-10,1.38415e-09,2.11304e-08,2.16992e-08,1
135,0,0,4.05,4.05,1.2303e-10,-7.86384e-10,2.87033e-08,2.87144e-08,4.05,-9029.85,-9029.85,-4.37688e-09,1.6897e-10,-8.01485e-10,1.6897e-10,-6.07672e-10,1.34174e-09,-8.01485e-10,1.34174e-09,2.05785e-08,2.11647e-08,1
136,0,0,4.08,4.08,1.04494e-10,-7.32017e-10,2.90304e-08,2.90398e-08,4.08,-9029.85,-9029.85,-4.44522e-09,2.02308e-10,-5.34969e-10,2.02308e-10,-5.49197e-10,1.29533e-09,-5.34969e-10,1.29533e-09,1.96128e-08,2.02172e-08,1
137,0,0,4.11,4.11,8.60489e-11,-6.71969e-10,2.9317e-08,2.93248e-08,4.11,-9029.85,-9029.85,-4.51438e-09,2.34514e-10,-2.41111e-10,2.34514e-10,-5.06108e-10,1.23409e-09,-2.41111e-10,1.23409e-09,1.86443e-08,1.92748e-08,1
138,0,0,4.14,4.14,1.02579e-10,-6.52713e-10,2.99961e-08,3.00034e-08,4.14,-9029.85,-9029.85,-4.77331e-09,2.90007e-10,2.36463e-10,2.90007e-10,-5.06116e-10,1.40259e-09,2.36463e-10,1.40259e-09,1.76505e-08,1.84064e-08,1
139,0,0,4.17,4.17,1.27378e-10,-6.36544e-10,3.06561e-08,3.06629e-08,4.17,-9029.85,-9029.85,-5.02413e-09,3.68349e-10,6.50151e-10,3.68349e-10,-5.15135e-10,1.64541e-09,6.50151e-10,1.64541e-09,1.67129e-08,1.76454e-08,1
140,0,0,4.2,4.2,1.59744e-10,-6.19361e-10,3.12647e-08,3.12712e-08,4.2,-9029.85,-9029.85,-5.29901e-09,4.84991e-10,9.24666e-10,4.84991e-10,-5.54867e-10,2.0436e-09,9.24666e-10,2.0436e-09,1.59218e-08,1.71004e-08,1
141,0,0,4.23,4.23,1.8443e-10,-5.896e-10,3.16547e-08,3.16607e-08,4.23,-9029.85,-9029.85,-5.38966e-09,5.39184e-10,1.11536e-09,5.39184e-10,-5.93042e-10,2.10429e-09,1.11536e-09,2.10429e-09,1.57873e-08,1.7046e-08,1
142,0,0,4.26,4.26,2.02734e-10,-5.57156e-10,3.19275e-08,3.1933e-08,4.26,-9029.85,-9029.85,-5.32347e-09,5.44878e-10,1.22075e-09,5.44878e-10,-6.22418e-10,1.84616e-09,1.22075e-09,1.84616e-09,1.5888e-08,1.70747e-08,1
143,0,0,4.29,4.29,2.06048e-10,-5.15944e-10,3.21684e-08,3.21732e-08,4.29,-9029.85,-9029.85,-5.28457e-09,5.95692e-10,1.0936e-09,5.95692e-10,-6.83859e-10,1.79575e-09,1.0936e-09,1.79575e-09,1.54585e-08,1.66406e-08,1
144,0,0,4.32,4.32,2.07449e-10,-4.66455e-10,3.22588e-08,3.22629e-08,4.32,-9029.85,-9029.85,-5.20891e-09,6.48191e-10,8.57385e-10,6.48191e-10,-7.75137e-10,1.52221e-09,8.57385e-10,1.52221e-09,1.49741e-08,1.60905e-08,1
145,0,0,4.35,4.35,2.07508e-10,-4.09505e-10,3.20966e-08,3.20999e-08,4.35,-9029.85,-9029.85,-5.08172e-09,6.70954e-10,5.52091e-10,6.70954e-10,-9.18119e-10,1.1564e-09,5.52091e-10,1.1564e-09,1.48573e-08,1.58616e-08,1
146,0,0,4.38,4.38,2.1505e-10,-3.75834e-10,3.24042e-08,3.24071e-08,4.38,-9029.85,-9029.85,-5.06804e-09,7.42497e-10,4.9009e-11,7.42497e-10,-9.63593e-10,8.01699e-10,4.9009e-11,8.01699e-10,1.44869e-08,1.54556e-08,1
147,0,0,4.41,4.41,2.24783e-10,-3.50962e-10,3.28935e-08,3.28961e-08,4.41,-9029.85,-9029.85,-5.09358e-09,8.33145e-10,-5.30943e-10,8.33145e-10,-9.69765e-10,4.41165e-10,-5.30943e-10,4.41165e-10,1.39912e-08,1.49993e-08,1
148,0,0,4.44,4.44,2.34546e-10,-3.26086e-10,3.33825e-08,3.33849e-08,4.44,-9029.85,-9029.85,-5.11928e-09,9.23755e-10,-1.11077e-09,9.23755e-10,-9.76072e-10,8.11089e-11,-1.11077e-09,8.11089e-11,1.34969e-08,1.46121e-08,1
149,0,0,4.47,4.47,2.44386e-10,-3.01198e-10,3.38707e-08,3.38729e-08,4.47,-9029.85,-9029.85,-5.14539e-09,1.01425e-09,-1.69021e-09,1.01425e-09,-9.8274e-10,-2.77661e-10,-1.69021e-09,-2.77661e-10,1.30066e-08,1.43016e-08,1
150,0,0,4.5,4.5,2.55579e-10,-2.75647e-10,3.43377e-08,3.43397e-08,4.5,-9029.85,-9029.85,-5.16111e-09,1.10373e-09,-2.28302e-09,1.10373e-09,-9.87853e-10,-6.31373e-10,-2.28302e-09,-6.31373e-10,1.25562e-08,1.41043e-08,1
151,0,0,4.53,4.53,2.75109e-10,-2.37434e-10,3.46067e-08,3.46086e-08,4.53,-9029.85,-9029.85,-5.00598e-09,1.09237e-09,-2.47701e-09,1.09237e-09,-1.06571e-09,-7.37216e-10,-2.47701e-09,-7.37216e-10,1.31047e-08,1.46176e-08,1
152,0,0,4.56,4.56,2.82357e-10,-1.94487e-10,3.48079e-08,3.48096e-08,4.56,-9029.85,-9029.85,-4.68261e-09,9.82456e-10,-2.22056e-09,9.82456e-10,-1.17659e-09,-6.70405e-10,-2.22056e-09,-6.70405e-10,1.41088e-08,1.53317e-08,1
153,0,0,4.59,4.59,2.89871e-10,-1.52217e-10,3.50027e-08,3.50043e-08,4.59,-9029.85,-9029.85,-4.35699e-09,8.73088e-10,-1.94763e-09,8.73088e-10,-1.29063e-09,-5.86494e-10,-1.94763e-09,-5.86494e-10,1.51045e-08,1.60808e-08,1
154,0,0,4.62,4.62,2.97241e-10,-1.06982e-10,3.51575e-08,3.5159e-08,4.62,-9029.85,-9029.85,-4.02389e-09,7.68648e-10,-1.72231e-09,7.68648e-10,-1.42556e-09,-4.50686e-10,-1.72231e-09,-4.50686e-10,1.61641e-08,1.69417e-08,1
155,0,0,4.65,4.65,3.04601e-10,-6.17075e-11,3.53125e-08,3.53139e-08,4.65,-9029.85,-9029.85,-3.69076e-09,6.64146e-10,-1.49673e-09,6.64146e-10,-1.56052e-09,-3.15304e-10,-1.49673e-09,-3.15304e-10,1.72237e-08,1.78402e-08,1
156,0,0,4.68,4.68,3.11958e-10,-1.64166e-11,3.54676e-08,3.5469e-08,4.68,-9029.85,-9029.85,-3.35761e-09,5.59617e-10,-1.27104e-09,5.59617e-10,-1.6955e-09,-1.80119e-10,-1.27104e-09,-1.80119e-10,1.82833e-08,1.87709e-08,1
157,0,0,4.71,4.71,3.17818e-10,3.3988e-12,3.57181e-08,3.57195e-08,4.71,-9029.85,-9029.85,-3.12359e-09,4.68619e-10,-1.37054e-09,4.68619e-10,-1.86203e-09,-1.7038e-10,-1.37054e-09,-1.7038e-10,1.91624e-08,1.96132e-08,1
158,0,0,4.74,4.74,3.32147e-10,1.09509e-11,3.58627e-08,3.58642e-08,4.74,-9029.85,-9029.85,-2.87949e-09,3.94888e-10,-1.5396e-09,3.94888e-10,-2.10048e-09,9.79889e-11,-1.5396e-09,9.79889e-11,2.00578e-08,2.04961e-08,1
159,0,0,4.77,4.77,3.44351e-10,1.72442e-11,3.59907e-08,3.59923e-08,4.77,-9029.85,-9029.85,-2.64434e-09,3.26867e-10,-1.80185e-09,3.26867e-10,-2.33159e-09,3.53123e-10,-1.80185e-09,3.53123e-10,2.0951e-08,2.14086e-08,1
160,0,0,4.8,4.8,3.65357e-10,2.01993e-11,3.62373e-08,3.62391e-08,4.8,-9029.85,-9029.85,-2.36535e-09,1.5915e-10,-2.21381e-09,1.5915e-10,-2.5074e-09,3.99746e-10,-2.21381e-09,3.99746e-10,2.23813e-08,2.28687e-08,1
161,0,0,4.83,4.83,4.0459e-10,3.92775e-13,3.67108e-08,3.67131e-08,4.83,-9029.85,-9029.85,-2.02608e-09,-1.54467e-10,-2.61688e-09,-1.54467e-10,-2.66233e-09,1.93493e-10,-2.61688e-09,1.93493e-10,2.4517e-08,2.50218e-08,1
162,0,0,4.86,4.86,4.45149e-10,-4.58038e-11,3.70896e-08,3.70923e-08,4.86,-9029.85,-9029.85,-1.73474e-09,-3.91148e-10,-2.88115e-09,-3.91148e-10,-2.94705e-09,1.29532e-10,-2.88115e-09,1.29532e-10,2.61527e-08,2.66946e-08,1
163,0,0,4.89,4.89,4.62293e-10,-3.83066e-11,3.77471e-08,3.775e-08,4.89,-9029.85,-9029.85,-1.4901e-09,-6.88722e-10,-3.05795e-09,-6.88722e-10,-2.79126e-09,-2.72481e-10,-3.05795e-09,-2.72481e-10,2.79898e-08,2.85174e-08,1
164,0,0,4.92,4.92,4.92264e-10,-6.39706e-11,3.82771e-08,3.82803e-08,4.92,-9029.85,-9029.85,-1.20183e-09,-1.01708e-09,-3.38836e-09,-1.01708e-09,-2.71125e-09,-7.49818e-10,-3.38836e-09,-7.49818e-10,3.0276e-08,3.08478e-08,1
165,0,0,4.95,4.95,5.22276e-10,-8.97433e-11,3.88069e-08,3.88105e-08,4.95,-9029.85,-9029.85,-9.12863e-10,-1.34661e-09,-3.71984e-09,-1.34661e-09,-2.63038e-09,-1.22813e-09,-3.71984e-09,-1.22813e-09,3.25657e-08,3.32054e-08,1
166,0,0,4.98,4.98,5.43291e-10,-9.2176e-11,3.94103e-08,3.94142e-08,4.98,-9029.85,-9029.85,-7.30309e-10,-1.52296e-09,-3.82209e-09,-1.52296e-09,-2.64691e-09,-1.43776e-09,-3.82209e-09,-1.43776e-09,3.42262e-08,3.48849e-08,1
167,0,0,5.01,5.01,5.40739e-10,-7.75573e-11,4.04619e-08,4.04656e-08,5.01,-9029.85,-9029.85,-8.04035e-10,-1.46118e-09,-3.43039e-09,-1.46118e-09,-2.94665e-09,-1.24462e-09,-3.43039e-09,-1.24462e-09,3.49606e-08,3.55314e-08,1
168,0,0,5.04,5.04,5.11831e-10,-6.08765e-11,4.11784e-08,4.11816e-08,5.04,-9029.85,-9029.85,-9.3242e-10,-1.28829e-09,-3.42031e-09,-1.28829e-09,-3.23272e-09,-1.09414e-09,-3.42031e-09,-1.09414e-09,3.47379e-08,3.53151e-08,1
169,0,0,5.07,5.07,5.00533e-10,-6.22061e-11,4.18292e-08,4.18322e-08,5.07,-9029.85,-9029.85,-8.96571e-10,-1.22677e-09,-3.26118e-09,-1.22677e-09,-3.4576e-09,-1.19299e-09,-3.26118e-09,-1.19299e-09,3.5223e-08,3.57847e-08,1
170,0,0,5.1,5.1,4.91937e-10,-6.83244e-11,4.23876e-08,4.23905e-08,5.1,-9029.85,-9029.85,-7.92836e-10,-1.28489e-09,-2.51623e-09,-1.28489e-09,-3.52196e-09,-1.9545e-09,-2.51623e-09,-1.9545e-09,3.63206e-08,3.68215e-08,1
171,0,0,5.13,5.13,4.55366e-10,-5.45825e-11,4.33809e-08,4.33833e-08,5.13,-9029.85,-9029.85,-9.27016e-10,-1.14784e-09,-2.77856e-09,-1.14784e-09,-3.67558e-09,-2.03495e-09,-2.77856e-09,-2.03495e-09,3.57425e-08,3.63077e-08,1
172,0,0,5.16,5.16,4.16552e-10,-3.96785e-11,4.44385e-08,4.44404e-08,5.16,-9029.85,-9029.85,-1.08287e-09,-9.82543e-10,-3.2382e-09,-9.82543e-10,-3.85167e-09,-1.96887e-09,-3.2382e-09,-1.96887e-09,3.49308e-08,3.55925e-08,1
173,0,0,5.19,5.19,3.51765e-10,-1.11737e-11,4.51822e-08,4.51836e-08,5.19,-9029.85,-9029.85,-1.33012e-09,-9.01438e-10,-3.61422e-09,-9.01438e-10,-3.7141e-09,-1.60103e-09,-3.61422e-09,-1.60103e-09,3.37083e-08,3.44193e-08,1
174,0,0,5.22,5.22,3.27027e-10,-1.19938e-12,4.61848e-08,4.6186e-08,5.22,-9029.85,-9029.85,-1.43082e-09,-8.03228e-10,-4.30833e-09,-8.03228e-10,-3.75012e-09,-1.48205e-09,-4.30833e-09,-1.48205e-09,3.25143e-08,3.3408e-08,1
175,0,0,5.25,5.25,3.11188e-10,6.24759e-12,4.72501e-08,4.72511e-08,5.25,-9029.85,-9029.85,-1.50659e-09,-6.99056e-10,-5.0927e-09,-6.99056e-10,-3.8242e-09,-1.40629e-09,-5.0927e-09,-1.40629e-09,3.13056e-08,3.24614e-08,1
176,0,0,5.28,5.28,2.95933e-10,1.40326e-11,4.83212e-08,4.83221e-08,5.28,-9029.85,-9029.85,-1.58315e-09,-5.93808e-10,-5.88921e-09,-5.93808e-10,-3.90063e-09,-1.32954e-09,-5.88921e-09,-1.32954e-09,3.00894e-08,3.15705e-08,1
177,0,0,5.31,5.31,2.74516e-10,1.34101e-11,4.92348e-08,4.92355e-08,5.31,-9029.85,-9029.85,-1.70058e-09,-4.88123e-10,-6.17507e-09,-4.88123e-10,-3.92198e-09,-1.41902e-09,-6.17507e-09,-1.41902e-09,2.88983e-08,3.05639e-08,1
178,0,0,5.34,5.34,2.30738e-10,-1.60649e-11,4.97416e-08,4.97421e-08,5.34,-9029.85,-9029.85,-1.84083e-09,-3.40442e-10,-5.74563e-09,-3.40442e-10,-3.98392e-09,-1.12059e-09,-5.74563e-09,-1.12059e-09,2.81183e-08,2.96423e-08,1
179,0,0,5.37,5.37,1.49409e-10,-3.89119e-11,4.99964e-08,4.99967e-08,5.37,-9029.85,-9029.85,-1.96202e-09,-2.12222e-10,-4.99127e-09,-2.12222e-10,-3.99827e-09,-7.58559e-10,-4.99127e-09,-7.58559e-10,2.77241e-08,2.89746e-08,1
180,0,0,5.4,5.4,6.55515e-11,-5.92397e-11,5.02403e-08,5.02404e-08,5.4,-9029.85,-9029.85,-2.0653e-09,-7.34365e-11,-4.21645e-09,-7.34365e-11,-3.996e-09,-3.93025e-10,-4.21645e-09,-3.93025e-10,2.72815e-08,2.82911e-08,1
181,0,0,5.43,5.43,-2.11602e-11,-7.67408e-11,5.04746e-08,5.04747e-08,5.43,-9029.85,-9029.85,-2.14797e-09,7.84155e-11,-3.419e-09,7.84155e-11,-3.97592e-09,-2.19545e-11,-3.419e-09,-2.19545e-11,2.67781e-08,2.75841e-08,1
182,0,0,5.46,5.46,-1.07873e-10,-9.42423e-11,5.0709e-08,5.07092e-08,5.46,-9029.85,-9029.85,-2.23063e-09,2.3027e-10,-2.62154e-09,2.3027e-10,-3.95584e-09,3.49122e-10,-2.62154e-09,3.49122e-10,2.62748e-08,2.69274e-08,1
183,0,0,5.49,5.49,-1.97289e-10,-1.14875e-10,5.10676e-08,5.10681e-08,5.49,-9029.85,-9029.85,-2.27358e-09,4.15661e-10,-2.52953e-09,4.15661e-10,-3.96534e-09,1.12921e-09,-2.52953e-09,1.12921e-09,2.5189e-08,2.5905e-08,1
